,OverallQual,GrLivArea,GarageCars,ExterQual,GarageArea,BsmtQual,TotalBsmtSF,1stFlrSF,KitchenQual,FullBath,GarageFinish,TotRmsAbvGrd,YearBuilt,YearRemodAdd,MasVnrArea,SalePrice
740,4,1432,2,3,360,1,264,768,3,2,2,7,1910,2002,0.0,132000
741,5,912,1,3,288,3,912,912,2,1,2,5,1961,1996,0.0,142000
742,6,1349,2,3,539,2,1349,1349,3,2,2,6,2000,2001,108.0,179000
743,4,1464,2,3,480,2,520,1464,3,2,1,6,1963,1999,0.0,175000
744,7,1337,2,2,462,2,1337,1337,2,2,1,5,1993,1993,0.0,180000
746,6,2256,2,2,554,2,952,980,2,2,0,8,2000,2000,0.0,236000
748,6,1720,2,2,527,2,1720,1720,2,2,0,7,1996,1996,338.0,260400
750,3,1140,0,3,0,3,576,792,3,1,3,7,1910,2004,0.0,96500
751,6,1320,2,2,400,2,660,660,2,2,0,6,2003,2003,0.0,162000
752,5,1494,2,3,576,2,1479,1494,2,2,1,6,1997,1997,0.0,217000
754,5,1026,2,3,440,3,1026,1026,2,1,1,5,1969,2005,0.0,156000
756,7,1768,2,2,578,2,866,866,2,2,1,7,2007,2007,0.0,212000
757,5,1386,2,3,440,3,672,672,3,2,0,6,1978,1978,328.0,158900
758,6,1501,2,3,440,2,744,757,3,2,2,6,1999,1999,360.0,179400
760,5,864,1,3,300,3,864,864,3,1,2,5,1959,1959,0.0,127500
761,4,1301,2,3,440,3,1145,1301,1,1,2,5,1924,1950,0.0,100000
762,6,1547,2,3,614,2,756,764,2,2,2,7,2009,2009,0.0,215200
766,6,1714,2,3,496,2,980,980,3,2,2,7,1988,1988,42.0,196500
767,5,1750,1,3,423,2,983,983,3,2,2,7,1940,1985,0.0,160000
768,6,1836,2,2,484,2,1860,1836,2,2,0,8,2004,2005,0.0,216837
770,4,858,2,3,576,2,858,858,3,1,2,5,1982,1982,0.0,134900
771,3,1220,2,3,396,1,836,1220,3,1,2,6,1951,1951,0.0,102000
772,5,1117,2,3,672,3,1029,1117,3,1,2,6,1976,1976,0.0,107000
773,4,912,1,3,275,3,912,912,3,1,1,5,1958,1958,1.0,114500
776,6,1614,3,2,865,2,1614,1614,2,2,1,7,2005,2006,240.0,221500
777,4,894,2,3,440,3,864,894,3,1,2,5,1974,1974,0.0,142500
779,5,1004,2,3,504,2,975,1004,3,1,2,4,1977,1977,90.0,135000
780,6,1253,2,3,402,2,1237,1253,3,2,0,6,1995,1996,38.0,176000
781,5,1603,2,2,484,2,761,810,2,2,1,7,1992,1992,0.0,175900
782,6,1430,2,2,605,2,1413,1430,2,2,1,6,2001,2002,0.0,187100
783,4,1110,2,3,602,2,1097,1110,2,1,0,4,1978,1978,104.0,165500
784,5,1484,0,3,0,3,742,742,3,2,3,9,1914,2001,0.0,128000
785,5,1342,2,3,457,3,1372,1342,3,2,2,7,1967,1967,0.0,161500
786,4,1652,1,3,416,1,686,966,3,2,2,7,1915,1950,0.0,139000
787,6,2084,2,2,618,2,956,956,2,2,1,8,2004,2004,0.0,233000
788,3,901,1,3,281,3,901,901,3,1,2,4,1954,2000,0.0,107900
789,5,2087,2,3,444,3,832,976,2,2,0,9,1966,2007,157.0,187500
790,6,1145,2,2,397,2,1145,1145,2,2,0,5,2005,2006,11.0,160200
791,5,1062,2,3,539,2,1029,1062,3,1,1,5,1976,1976,0.0,146800
792,6,2013,2,2,455,2,1117,1127,3,2,2,8,1996,1997,0.0,269790
793,7,1496,2,2,474,2,1496,1496,2,2,0,7,2007,2007,140.0,225000
794,6,1895,2,2,409,2,712,1086,2,2,0,7,1994,1996,0.0,194500
795,5,1564,2,3,476,2,650,888,3,2,2,7,1980,1981,130.0,171000
796,5,1285,2,3,528,3,660,1285,3,1,1,7,1977,1977,148.0,143500
797,4,773,1,3,240,3,773,773,3,1,2,4,1953,1953,0.0,110000
799,4,1768,1,3,240,2,731,981,2,1,2,7,1937,1950,252.0,175000
800,5,1688,2,3,603,2,616,616,2,2,1,8,1997,1997,0.0,200000
801,3,1196,2,3,440,3,1196,1196,3,1,2,5,1916,1990,0.0,109900
802,6,1456,2,2,410,2,728,728,2,2,0,7,2005,2005,0.0,189000
804,4,1128,1,3,286,3,936,1128,3,1,2,5,1954,1954,0.0,118000
806,4,980,1,3,384,3,980,980,3,2,0,6,1967,1967,0.0,135500
807,4,1576,2,3,528,3,1324,1072,2,1,1,6,1923,2004,0.0,223500
810,5,1309,2,3,484,3,1040,1309,2,1,1,5,1974,1999,99.0,181000
811,5,848,2,2,420,2,848,848,2,1,0,4,2004,2004,169.0,144500
812,4,1044,2,1,504,3,540,1044,1,1,2,4,1952,1952,0.0,55993
813,5,1442,1,3,301,3,1442,1442,3,1,1,7,1958,1958,243.0,157900
814,4,1250,1,3,280,3,686,686,1,1,2,7,1918,1950,0.0,116000
816,4,1008,1,3,275,3,1008,1008,3,1,1,4,1954,1954,0.0,137000
817,7,1689,3,2,857,2,1568,1689,2,2,1,7,2002,2002,148.0,271000
818,5,1052,2,3,440,3,1010,1052,3,1,2,6,1971,1971,80.0,155000
819,6,1358,2,2,484,2,1358,1358,2,2,1,6,2009,2010,128.0,224000
820,6,1640,2,2,595,2,798,798,2,2,1,6,2003,2003,0.0,183000
821,3,936,2,1,576,1,936,936,3,1,2,4,1953,1953,0.0,93000
822,6,1733,2,2,433,2,847,847,2,2,0,7,2003,2003,0.0,225000
823,5,1489,1,3,240,3,778,944,3,2,2,7,1940,1950,0.0,139500
824,7,1489,2,2,776,2,1489,1489,2,2,1,7,2006,2006,0.0,232600
826,4,784,0,3,0,3,784,784,2,1,3,5,1924,1950,0.0,109500
827,6,1434,2,2,527,2,1454,1434,2,2,1,6,2001,2001,0.0,189000
828,4,2126,2,3,538,3,1013,1160,3,2,0,7,1967,1967,0.0,185000
829,6,1223,2,2,480,2,600,520,2,2,1,4,2005,2005,0.0,147400
830,5,1392,2,3,458,3,1392,1392,3,1,1,6,1957,1957,387.0,166000
831,6,1200,2,3,480,2,600,520,2,2,1,4,2005,2005,0.0,151000
832,6,1829,2,2,613,2,941,941,2,2,1,7,2003,2003,223.0,237000
833,5,1516,2,3,472,3,1516,1516,3,1,1,6,1964,1964,180.0,167000
834,4,1144,2,3,456,3,1144,1144,3,1,2,6,1961,1961,136.0,139950
835,3,1067,2,3,436,2,1067,1067,2,2,2,4,1950,1995,0.0,128000
836,4,1559,2,3,812,3,1559,1559,3,1,2,5,1948,1973,0.0,153500
837,5,987,1,3,264,3,483,483,3,1,2,5,1973,1973,158.0,100000
838,4,1099,1,3,352,2,1099,1099,2,1,2,6,1995,2006,0.0,144000
839,4,1200,1,3,240,3,768,768,3,1,2,6,1946,1995,0.0,130500
840,5,1482,1,3,400,3,672,810,1,2,2,7,1925,1950,0.0,140000
841,4,1539,2,3,686,3,650,958,2,2,2,8,1904,2002,0.0,157500
842,5,1165,2,3,490,3,1127,1165,3,1,1,6,1966,1966,183.0,174900
843,4,1800,0,3,0,3,1800,1800,3,2,3,10,1961,1961,0.0,141000
844,4,1416,3,3,720,3,876,876,3,1,2,7,1915,1950,0.0,153900
845,4,1701,2,3,611,2,1390,1701,3,2,0,6,1975,1981,0.0,171000
846,6,1775,2,2,425,2,740,1006,2,2,2,7,1993,1993,137.0,213000
847,4,864,1,3,338,3,864,864,3,1,2,5,1972,1972,0.0,133500
848,5,2358,2,3,360,3,907,1307,3,3,2,10,1908,1997,0.0,240000
849,5,1855,2,2,512,3,528,1094,3,2,1,7,1976,1994,360.0,187000
850,5,848,2,2,420,2,848,848,2,1,0,3,2003,2003,170.0,131500
851,7,1456,2,2,400,2,1273,1456,2,2,0,7,2003,2003,40.0,215000
852,6,1646,1,3,240,3,918,918,3,2,2,7,1941,1950,0.0,164000
853,5,1445,2,3,645,3,1127,1445,3,1,1,7,1964,1964,115.0,158000
854,4,1779,2,3,454,3,1763,1779,3,1,2,6,1955,1974,0.0,170000
855,4,1040,1,3,260,3,1040,1040,3,1,2,6,1962,2010,0.0,127000
856,5,1026,2,3,576,2,940,1026,3,1,2,5,1978,1978,0.0,147000
857,5,1481,2,3,343,2,702,702,3,2,0,6,1994,1995,0.0,174000
858,6,1370,2,3,479,2,1090,1370,3,2,1,6,1976,1976,189.0,152000
859,5,2654,2,3,619,3,1054,1512,2,2,2,9,1968,1984,220.0,250000
860,6,1426,1,2,216,3,912,912,2,1,2,7,1918,1998,0.0,189950
861,4,1039,2,3,504,3,1039,1039,3,1,2,6,1965,1965,0.0,131500
862,5,1097,2,3,480,2,1040,1097,3,2,2,6,1984,1985,0.0,152000
863,4,1148,1,3,672,3,1148,1148,3,1,2,6,1959,1959,0.0,132500
865,4,1002,2,3,902,3,1002,1002,3,1,2,5,1970,1970,76.0,148500
866,7,1646,3,2,870,2,1638,1646,2,2,1,6,2006,2007,274.0,248900
867,3,1120,2,3,544,3,1040,1120,1,1,1,5,1961,1961,0.0,129000
869,6,1949,2,2,574,2,1050,1062,2,2,0,8,1993,1994,246.0,236000
870,4,894,1,3,308,3,894,894,3,1,2,5,1962,1962,0.0,109500
871,5,1682,2,3,523,2,804,804,2,2,1,7,1998,1998,116.0,200500
872,4,910,2,2,414,3,105,910,2,1,2,5,1953,1996,0.0,116000
873,4,1268,1,2,288,3,832,1036,3,1,2,6,1949,1950,0.0,133000
874,4,1131,1,3,200,3,676,676,3,1,2,5,1941,1950,0.0,66500
876,3,1040,2,3,648,3,1064,1040,3,1,2,5,1963,1963,0.0,132250
878,4,1155,2,3,576,3,1109,1155,2,1,2,6,1961,1995,0.0,148000
879,4,864,1,2,336,3,864,864,3,1,2,6,1978,2005,90.0,136500
881,6,1717,2,2,400,2,1156,1187,2,2,1,7,1990,1991,117.0,187500
882,5,1593,2,3,389,2,808,808,3,2,1,7,1992,1993,0.0,178000
883,3,2230,1,2,440,3,795,954,3,1,2,10,1912,1950,0.0,118500
884,4,892,1,3,288,3,892,892,3,1,1,5,1967,1967,60.0,100000
886,4,1712,2,3,588,3,1626,1712,3,2,0,8,1959,2005,122.0,145000
887,4,1393,1,3,300,3,816,872,3,1,2,8,1955,1955,0.0,135500
889,5,1505,2,3,505,3,1505,1505,3,1,1,6,1953,1953,90.0,149500
890,4,924,2,3,576,3,672,672,3,1,2,6,1949,2006,0.0,122900
891,5,1683,2,3,440,3,918,918,3,2,1,7,1978,1978,92.0,172500
892,5,1068,1,3,264,3,1059,1068,3,1,1,6,1963,2003,0.0,154500
893,4,1383,1,3,354,2,1383,1383,3,1,2,6,1954,1954,0.0,165000
896,3,951,1,3,327,3,951,951,3,1,2,6,1936,1950,0.0,106500
899,4,1236,1,3,288,3,912,1236,3,1,2,6,1961,1994,0.0,135000
900,3,858,1,3,684,3,858,858,3,1,2,4,1971,1971,0.0,110000
901,4,1306,1,3,756,3,992,1306,3,1,2,5,1957,2000,0.0,153000
902,6,1509,2,2,393,2,783,807,2,2,0,8,2003,2003,0.0,180000
903,6,1670,3,2,690,2,1670,1670,2,2,1,7,2006,2006,27.0,240000
904,4,902,1,3,288,3,876,902,3,1,2,6,1967,1967,75.0,125500
905,4,1063,1,3,280,3,1056,1063,3,1,1,6,1954,1954,110.0,128000
906,7,1636,3,2,865,2,1623,1636,2,2,1,8,2006,2006,208.0,255000
907,6,2057,1,2,180,2,1017,1020,2,1,0,6,1936,1987,0.0,250000
908,4,902,2,3,484,2,864,902,3,1,2,5,1983,1983,0.0,131000
909,5,1484,2,2,390,2,742,742,2,2,0,8,2005,2005,0.0,174000
911,4,1268,1,3,252,2,1268,1268,2,1,2,5,1977,1989,0.0,143500
912,4,1015,1,3,450,3,768,1015,3,1,2,6,1925,1950,0.0,88000
913,4,2002,3,3,871,3,1001,1001,3,2,2,8,1949,1950,0.0,145000
914,5,1224,2,2,528,2,612,612,2,2,1,4,2009,2009,76.0,173733
915,3,1092,1,3,286,3,546,546,3,1,2,6,1970,1970,80.0,75000
916,1,480,1,3,308,3,480,480,3,0,2,4,1949,1950,0.0,35311
917,3,1229,1,3,284,3,1134,1229,3,1,1,6,1956,1956,0.0,135000
920,5,1721,2,2,471,2,928,936,2,2,1,7,1994,1994,105.0,201000
921,4,2200,0,3,0,3,1272,1272,3,2,3,9,1900,2003,0.0,145900
922,5,1316,2,2,397,2,1316,1316,2,2,0,6,2005,2006,0.0,169990
923,5,1617,2,2,533,2,1604,1617,2,2,1,5,1993,1994,0.0,193000
924,5,1686,2,3,612,2,1686,1686,3,2,2,7,1980,1980,157.0,207500
927,6,1978,2,3,486,3,832,1098,3,2,1,9,1968,1968,342.0,176000
929,6,2236,2,3,642,2,964,993,2,2,0,8,1997,1997,285.0,222000
930,7,1466,3,2,610,2,1466,1466,2,2,0,7,2007,2007,0.0,201000
931,4,925,1,3,429,3,925,925,3,1,2,5,1965,1965,0.0,117500
933,6,1500,2,2,570,2,1500,1500,2,2,1,6,2004,2004,210.0,190000
934,6,2069,2,3,505,2,585,2069,2,2,1,9,1960,2007,0.0,242000
935,3,747,2,3,528,1,600,747,3,1,2,5,1926,1953,108.0,79900
936,6,1200,2,2,555,2,1176,1200,2,2,1,5,2003,2003,103.68526170798899,184900
937,6,1971,2,2,689,2,1113,1113,2,2,1,8,2005,2005,0.0,253000
938,6,1962,3,2,868,2,1391,1391,2,2,1,7,2006,2006,0.0,239799
939,6,2403,1,3,349,3,1032,1207,3,2,2,10,1940,1950,0.0,244400
940,5,1728,2,3,574,3,1728,1728,3,2,2,8,1976,1976,0.0,150900
941,6,2060,2,2,390,2,992,1022,2,2,1,8,1999,1999,298.0,214000
942,3,1440,0,3,0,2,1440,1440,3,2,3,8,1977,1977,0.0,150000
943,4,1632,2,3,576,3,1632,1632,3,2,2,8,1967,1967,0.0,143000
945,4,1869,2,3,456,3,1088,1188,3,1,2,7,1890,1996,0.0,124900
946,4,1144,1,3,796,3,1144,1144,3,1,1,6,1959,1959,128.0,143000
947,7,1629,3,2,808,2,1616,1629,2,2,0,9,2002,2003,236.0,270000
948,6,1776,2,2,474,2,936,936,2,2,1,7,2002,2002,144.0,192500
949,5,1381,2,3,676,3,1161,1381,2,1,1,5,1972,2006,0.0,197500
950,4,864,2,3,720,3,864,864,2,1,1,5,1950,2002,0.0,129000
951,4,965,1,3,300,3,828,965,3,1,2,6,1965,1965,0.0,119900
952,4,768,1,3,396,2,768,768,3,1,0,5,1972,2003,0.0,133900
953,4,1968,2,3,530,3,784,1168,3,2,1,7,1969,1969,232.0,172000
954,5,980,0,3,0,2,945,980,3,2,3,4,1975,1975,250.0,127500
956,5,1229,2,3,462,2,561,561,3,1,0,5,1980,1980,0.0,124000
957,4,1057,2,3,576,3,1057,1057,3,1,0,6,1962,1962,0.0,132000
958,6,1337,2,2,531,2,1337,1337,2,2,1,6,2003,2003,0.0,185000
959,6,1416,2,2,484,2,696,696,2,2,2,6,1999,1999,0.0,155000
960,4,858,0,3,0,3,858,858,3,1,3,4,1958,2008,0.0,116500
962,5,1548,2,3,440,2,804,804,2,2,2,7,1976,1976,0.0,155000
964,6,1894,2,2,510,2,817,824,2,2,0,8,2002,2003,44.0,214900
965,5,1484,2,2,393,2,783,783,2,2,0,8,2005,2007,0.0,178900
966,4,1308,1,2,256,3,728,976,3,1,2,7,1940,1950,0.0,160000
967,4,1098,1,3,260,3,1098,1098,3,1,2,6,1955,1955,151.0,135000
968,2,968,0,3,0,3,600,600,3,1,3,6,1910,1950,0.0,37900
969,5,1095,1,3,264,3,588,1095,3,1,1,6,1958,1958,105.0,140000
970,3,1192,0,3,0,3,720,720,3,1,3,6,1949,1950,0.0,135000
971,6,1626,2,2,474,2,764,764,2,2,1,6,2003,2004,106.0,173000
972,5,918,1,3,264,2,918,918,3,2,2,5,1979,1979,0.0,99500
973,6,1428,2,2,480,2,1428,1428,2,2,0,6,2007,2008,103.68526170798899,182000
974,6,2019,2,3,532,2,728,1136,2,1,2,8,1910,1993,0.0,167500
975,6,1382,2,2,490,2,673,673,2,2,2,6,2000,2000,0.0,165000
976,3,869,0,3,0,2,440,869,1,1,3,4,1923,1958,0.0,85500
977,6,1241,2,2,569,2,1241,1241,2,1,0,4,2006,2007,103.68526170798899,199900
978,3,894,2,3,400,3,894,894,3,1,2,5,1954,1954,0.0,110000
979,4,1121,2,3,480,3,1121,1121,3,1,2,5,1963,1963,0.0,139000
982,6,1266,2,2,388,2,1266,1266,2,2,0,6,2007,2007,16.0,159895
983,7,2290,2,2,779,2,1128,1149,2,2,2,9,2002,2002,0.0,255900
985,4,1164,1,3,240,3,1164,1164,3,1,2,5,1950,1950,0.0,125000
986,5,1635,1,3,255,3,485,1001,2,1,2,5,1910,2003,0.0,117000
988,5,2030,2,3,551,3,848,1118,2,2,0,8,1976,1976,298.0,195000
989,6,1576,2,2,614,2,770,778,2,2,1,6,2006,2006,0.0,197000
992,5,1851,2,3,440,3,822,1020,2,2,1,7,1964,1993,340.0,187000
993,5,1500,2,3,564,2,750,750,2,2,1,6,2005,2006,0.0,173900
995,3,1230,1,3,305,3,747,774,3,1,2,5,1946,1950,0.0,121600
996,4,1050,1,3,368,3,1050,1050,3,1,2,6,1961,1961,0.0,136500
998,2,1077,1,3,210,3,1007,1077,3,1,2,6,1922,1950,0.0,91000
999,6,1208,2,2,632,2,1187,1208,2,2,1,6,2006,2006,24.0,206000
1002,7,1574,3,2,824,2,1574,1574,2,2,1,7,2006,2006,53.0,232000
1003,4,1680,2,3,528,3,1680,1680,3,2,2,8,1976,1976,164.0,136905
1004,6,1504,2,2,457,2,1346,1504,2,2,0,7,2005,2006,16.0,181000
1005,4,985,1,2,328,2,985,985,3,2,2,6,1977,1977,220.0,149900
1006,5,1657,2,3,484,2,1657,1657,3,2,2,7,1970,1970,0.0,163500
1007,3,1092,1,3,286,3,546,546,3,1,1,6,1970,1970,0.0,88000
1009,4,1522,0,3,0,3,1008,1008,3,2,3,7,1926,1950,0.0,102000
1010,4,1271,1,3,312,3,720,720,3,2,2,7,1948,1950,0.0,135000
1012,5,1502,1,3,180,3,602,900,2,1,2,7,1923,1996,0.0,165000
1013,4,1022,1,3,280,3,1022,1022,3,1,2,4,1910,2006,0.0,85000
1014,5,1082,1,3,240,3,1082,1082,3,1,2,5,1948,1950,206.0,119200
1015,7,1665,2,2,528,2,810,810,2,2,0,6,2001,2001,0.0,227000
1016,6,1504,2,2,478,2,1504,1504,2,2,0,6,1996,1996,196.0,203000
1017,7,1360,2,2,565,2,1220,1360,2,1,1,4,1984,1984,0.0,187500
1018,6,1472,2,2,402,2,384,802,2,2,1,7,1991,1992,76.0,160000
1019,6,1506,2,2,440,2,1362,1506,2,2,0,6,2005,2005,145.0,213490
1020,3,1132,2,3,451,2,1132,1132,2,1,0,5,2005,2005,0.0,176000
1021,6,1220,2,2,632,2,1199,1220,2,2,1,6,2006,2006,84.0,194000
1022,4,1248,1,3,160,3,912,912,3,1,2,6,1930,1950,0.0,87000
1023,6,1504,2,2,437,2,1346,1504,2,2,0,7,2005,2006,14.0,191000
1025,4,882,2,3,461,3,882,882,3,1,2,5,1972,1972,0.0,112500
1026,4,1264,2,3,461,3,1268,1264,3,1,2,6,1960,1960,324.0,167500
1027,7,1646,3,2,800,2,1638,1646,2,2,1,7,2007,2008,338.0,293077
1028,4,1376,1,3,240,3,768,968,3,1,2,6,1941,1950,0.0,105000
1029,5,1218,1,3,264,3,672,672,3,1,2,7,1972,1972,281.0,118000
1030,4,1928,0,3,0,3,686,948,3,2,3,10,1916,1995,0.0,160000
1032,7,2520,3,2,796,2,1338,1352,2,2,1,10,1993,1993,0.0,310000
1033,6,1654,3,2,900,2,1654,1654,2,2,2,6,2002,2002,295.0,230000
1034,4,954,1,3,240,1,920,954,1,1,2,5,1938,1950,0.0,119750
1037,7,2263,2,2,905,2,1055,1055,2,2,0,7,2001,2002,396.0,287000
1038,3,1344,0,3,0,3,546,798,3,1,3,6,1970,2008,0.0,97000
1039,3,630,1,3,286,2,630,630,3,1,2,3,1970,1970,0.0,80000
1040,4,1803,2,3,484,3,1134,1803,3,2,1,8,1957,2000,67.0,155000
1041,5,1632,2,3,484,3,800,800,2,1,2,7,1966,2000,252.0,173000
1042,5,1306,2,2,624,2,1306,1306,2,2,1,5,2005,2005,135.0,196000
1043,6,2329,2,3,514,2,1475,1532,2,2,2,10,1990,1990,99.0,262280
1047,4,990,2,3,672,2,990,990,3,1,2,5,1994,1995,0.0,145000
1050,6,1302,2,2,436,2,1302,1302,2,2,0,6,2007,2007,0.0,176485
1051,6,1316,2,2,440,2,1316,1316,2,2,0,6,2007,2007,0.0,200141
1052,5,1977,2,3,540,3,816,1127,3,1,1,9,1964,1978,272.0,165000
1053,4,1526,1,3,364,3,1216,1526,3,1,2,7,1957,2002,145.0,144500
1054,7,1989,2,2,586,2,1065,1091,2,2,0,7,2002,2002,210.0,255000
1055,5,1523,2,3,478,2,1193,1523,3,2,0,7,1976,1976,160.0,180000
1056,6,1364,2,2,484,2,1364,1364,2,2,1,6,2005,2005,240.0,185850
1057,6,1850,2,2,467,2,973,979,2,2,0,7,1994,1994,0.0,248000
1060,7,1338,2,2,582,2,1338,1338,2,2,0,6,2001,2001,0.0,213500
1062,4,2337,2,3,560,3,662,1422,3,2,2,10,1900,1950,0.0,90000
1063,5,1103,2,3,440,3,1103,1103,2,1,2,5,1925,1980,0.0,110500
1064,4,1154,2,3,480,3,1154,1154,3,1,1,6,1966,1966,200.0,154000
1066,5,1571,2,2,380,2,799,799,3,2,1,7,1993,1994,0.0,178000
1067,5,1611,2,3,442,3,780,798,3,1,1,7,1964,1964,360.0,167900
1068,5,2521,2,3,576,2,942,1291,3,2,0,10,1973,1973,0.0,151400
1069,4,893,2,3,576,3,845,893,2,1,2,4,1949,2003,0.0,135000
1070,4,1048,1,3,286,3,1048,1048,3,1,2,6,1956,1956,120.0,135000
1071,5,1556,2,3,441,3,727,829,3,1,2,8,1968,1968,0.0,154000
1072,4,1456,1,3,280,1,810,1002,3,1,2,7,1948,1950,0.0,91500
1073,5,1426,2,3,440,3,690,698,3,1,0,6,1977,1977,140.0,159500
1074,6,1240,3,2,826,2,1240,1240,2,2,1,5,2006,2006,0.0,194000
1075,6,1740,1,3,240,3,800,960,3,1,2,6,1940,1984,0.0,219500
1076,4,1466,2,3,566,1,796,1096,2,2,2,7,1936,1989,0.0,170000
1077,4,1096,1,3,299,3,1096,1096,3,1,0,6,1969,1969,0.0,138800
1078,5,848,2,2,420,2,848,848,2,1,1,3,2004,2004,169.0,155900
1079,4,990,1,3,299,2,990,990,3,1,2,5,1994,1994,0.0,126000
1080,5,1258,2,2,528,3,1258,1258,2,2,1,5,1971,2004,144.0,145000
1081,4,1040,1,3,308,3,1040,1040,3,1,0,5,1963,1963,0.0,133000
1082,6,1459,2,2,527,2,1459,1459,2,2,1,6,2002,2002,100.0,192000
1084,5,1498,2,3,409,2,691,691,3,2,0,6,1995,1996,0.0,187500
1085,5,996,2,3,564,2,936,996,2,1,2,5,1992,1992,0.0,147000
1086,3,1092,1,3,286,3,546,546,3,1,1,6,1973,1973,0.0,83500
1088,6,1709,2,2,380,2,970,970,2,2,2,7,2004,2004,50.0,137500
1089,7,1247,2,2,550,2,1247,1247,2,1,0,4,2005,2005,0.0,197000
1091,6,1252,2,2,462,2,600,624,2,2,2,4,1999,2000,212.0,160000
1092,5,1694,2,3,576,3,1181,1390,3,2,2,7,1925,1950,0.0,136500
1093,4,1200,2,3,884,3,864,1200,2,1,2,6,1965,1998,166.0,146000
1094,4,936,1,3,308,3,936,936,3,1,0,4,1956,2000,0.0,129000
1095,5,1314,2,2,440,2,1314,1314,2,2,1,6,2006,2006,0.0,176432
1096,5,1355,0,3,0,3,684,773,2,1,3,7,1914,2006,0.0,127000
1097,7,1088,2,2,461,2,1074,1088,2,1,1,5,1986,1986,0.0,170000
