OverallQual,GrLivArea,GarageCars,ExterQual,GarageArea,BsmtQual,TotalBsmtSF,1stFlrSF,KitchenQual,FullBath,GarageFinish,TotRmsAbvGrd,YearBuilt,YearRemodAdd,MasVnrArea,SalePrice
5,1396,1,3,384,3,698,698,3,1,2,7,1915,2003,0.0,153575
7,1919,2,2,685,2,1079,1079,2,2,1,8,2006,2006,0.0,233230
4,1716,0,3,0,3,780,936,1,2,3,9,1912,2000,0.0,135900
4,1716,1,3,281,3,768,1148,3,1,2,8,1949,2008,0.0,131000
6,2263,2,3,539,3,795,1468,2,2,0,9,1977,1994,34.0,235000
5,1644,2,3,418,3,1416,1644,3,1,0,7,1953,1953,238.0,167000
5,1003,2,3,588,3,1003,1003,3,1,2,6,1984,1984,0.0,142500
4,1558,1,3,282,3,910,910,3,1,2,6,1950,1950,0.0,152000
6,1950,2,2,576,2,975,975,2,2,1,7,1997,1998,1600.0,239000
5,1743,2,2,539,3,702,1041,3,1,2,7,1968,1968,365.0,175000
5,1152,1,3,300,3,1092,1152,2,1,2,6,1950,2004,0.0,158500
4,1336,1,3,375,3,1165,1336,3,1,2,5,1953,1953,56.0,157000
7,2452,2,2,683,2,1028,1210,2,2,0,9,1998,1999,0.0,267000
6,1541,3,2,843,2,1541,1541,2,2,1,6,2001,2002,150.0,205000
4,894,2,3,552,3,894,894,3,1,2,5,1972,1972,0.0,149900
6,3493,3,3,870,3,1470,1675,2,3,2,10,1880,2002,0.0,295000
7,2000,3,2,888,2,2000,2000,2,2,0,8,2004,2005,246.0,305900
6,2243,3,2,746,2,700,1122,2,2,1,8,1990,1991,246.0,225000
5,1406,0,3,0,3,319,1035,1,1,3,6,1920,1950,0.0,89500
3,861,2,3,539,3,861,861,3,1,2,4,1940,1950,0.0,82500
8,1944,3,2,708,0,1896,1944,0,2,0,8,2003,2004,0.0,360000
5,1501,2,3,420,2,697,697,2,2,0,6,1993,1994,112.0,165600
5,972,1,3,240,3,972,972,3,1,2,5,1948,2002,0.0,132000
4,1118,2,3,410,2,793,793,3,1,2,5,1939,1950,0.0,119900
6,2036,2,3,513,2,2136,2036,3,2,1,8,1965,1965,0.0,375000
6,1641,2,3,546,3,728,832,0,1,2,6,1925,1990,0.0,178000
6,1432,2,2,432,2,716,716,2,2,0,6,2004,2005,0.0,188500
6,2353,2,2,484,2,845,1153,0,2,1,10,1980,1980,278.0,260000
7,1959,3,2,1025,2,1088,1088,2,2,1,8,2006,2006,0.0,270000
6,2646,3,2,656,2,1347,1372,2,2,1,9,1993,1993,256.0,260000
6,1472,2,3,588,2,1372,1472,3,2,2,6,1980,1980,225.0,187500
8,2596,3,3,840,0,1249,1249,2,3,1,9,2006,2006,370.0,342643
7,2468,3,2,872,0,1136,1136,2,2,0,10,2004,2004,388.0,354000
6,2730,2,2,576,3,1502,1553,2,2,0,8,1986,1987,172.0,301000
2,1163,1,3,220,3,1162,1163,3,1,2,6,1955,2005,0.0,126175
6,2978,2,2,564,2,710,1898,2,2,0,11,1967,2007,300.0,242000
4,803,2,3,360,3,720,803,3,1,2,5,1941,1950,0.0,87000
7,1719,2,2,473,2,1719,1719,2,1,0,6,1993,1993,0.0,324000
5,1383,1,3,292,3,1383,1383,3,1,1,7,1960,1960,175.0,145250
5,2134,2,3,441,3,844,1445,2,2,2,10,1916,1994,0.0,214500
4,1192,1,3,189,3,596,596,3,1,2,6,1920,1950,0.0,78000
4,1728,1,3,352,3,1728,1728,3,2,2,10,1964,1964,84.0,119000
4,1056,1,3,308,3,1056,1056,3,1,1,6,1958,1992,0.0,139000
7,1629,3,2,880,2,3206,1629,2,2,1,7,2003,2004,296.0,284000
6,1358,2,2,484,2,1358,1358,2,2,1,6,2004,2004,146.0,207000
5,1638,2,3,472,2,943,943,3,2,0,7,1998,1998,0.0,192000
4,1786,2,3,529,3,1499,1619,3,2,0,7,1965,1965,0.0,228950
8,1922,3,2,676,0,1922,1922,2,2,0,8,2005,2006,200.0,377426
6,1536,2,2,532,2,1536,1536,2,2,1,7,2002,2003,113.0,214000
6,1621,2,2,440,2,1208,1621,2,2,1,8,1984,1998,0.0,202500
5,1215,1,3,297,3,1215,1215,3,1,2,6,1958,1998,176.0,155000
7,1908,2,2,431,2,967,993,2,2,0,9,2002,2002,0.0,202900
3,841,1,1,294,3,721,841,3,1,2,4,1950,1950,0.0,82000
2,1040,2,3,400,4,0,1040,3,2,2,6,1949,1950,340.0,87500
8,1684,2,0,564,0,1684,1684,0,2,1,6,2005,2005,616.0,266000
4,1112,1,3,336,2,536,536,3,1,2,4,1976,1976,0.0,85000
5,1577,1,3,312,3,972,972,1,1,2,6,1939,1950,0.0,140200
5,958,1,3,301,3,958,958,3,1,1,5,1960,1998,0.0,151500
5,1478,2,3,498,3,1478,1478,3,2,2,6,1960,1960,30.0,157500
6,1626,2,2,474,2,764,764,2,2,1,6,2003,2004,106.0,154000
8,2728,3,0,706,0,1848,1848,0,2,0,10,2005,2006,870.0,437154
8,1869,2,0,617,0,1869,1869,0,2,1,6,2007,2007,362.0,318061
6,1453,2,3,445,2,1453,1453,2,1,1,6,1986,1986,0.0,190000
4,1111,1,3,200,3,616,616,3,1,2,5,1941,1950,0.0,95000
5,720,2,3,484,3,624,720,3,1,2,5,1928,2003,0.0,105900
5,1595,1,3,240,3,940,1192,3,1,2,6,1940,2000,0.0,140000
5,1200,2,2,521,2,1200,1200,2,2,1,6,1995,1995,0.0,177500
5,1167,2,3,400,2,1158,1167,2,2,1,6,1992,1992,106.0,173000
4,1142,2,3,528,2,1142,1142,3,1,0,6,1976,1976,0.0,134000
4,1352,1,3,288,3,1062,1352,2,1,2,6,1958,1958,120.0,130000
7,1924,2,2,592,2,1086,1086,2,2,1,7,1998,1998,530.0,280000
5,912,2,3,470,2,888,912,3,1,1,5,1978,1978,0.0,156000
4,1505,1,3,240,3,883,988,3,1,2,8,1940,1982,0.0,145000
6,1922,2,2,672,4,0,495,2,3,1,7,2003,2003,500.0,198500
5,987,1,3,264,3,483,483,2,1,2,5,1972,2007,510.0,118000
5,1574,2,3,566,2,796,790,3,2,0,6,1976,1976,120.0,190000
4,1344,1,3,468,3,672,672,3,1,2,6,1920,1997,0.0,147000
5,1394,2,3,514,2,1394,1394,3,1,1,6,1963,1963,247.0,159000
5,1431,1,3,296,2,1099,1431,3,1,1,6,1962,1962,305.0,165000
4,1268,1,3,244,3,1268,1268,3,1,0,7,1954,1954,200.0,132000
4,1287,2,3,576,3,1063,1287,2,1,0,7,1959,2006,0.0,162000
5,1664,2,3,460,2,953,953,3,2,1,7,2000,2000,0.0,172400
3,1588,2,3,680,4,0,1120,3,2,0,7,1959,1959,0.0,134432
5,752,1,3,264,2,744,752,3,1,2,4,1984,1984,0.0,125000
4,1319,1,3,270,3,608,1319,3,1,2,5,1953,1953,0.0,123000
6,1928,2,2,434,2,847,847,2,2,0,8,2003,2004,0.0,219500
0,904,0,1,0,1,683,904,1,0,3,4,1922,1950,0.0,61000
4,914,2,2,576,2,870,914,3,1,2,5,1996,1996,0.0,148000
7,2466,2,2,610,2,1580,1580,2,3,1,8,2004,2005,0.0,340000
8,1856,3,2,834,0,1856,1856,0,1,0,8,2010,2010,350.0,394432
5,1800,2,3,463,2,982,1007,3,2,0,7,2000,2000,16.0,179000
4,1691,1,3,308,3,1026,1026,2,2,2,6,1924,1950,0.0,127000
6,1301,2,2,572,2,1293,1301,2,2,1,5,2006,2006,0.0,187750
6,1797,2,2,639,2,939,939,2,2,1,8,2006,2006,0.0,213500
5,784,2,3,360,1,784,784,3,1,2,5,1928,1950,0.0,76000
5,1953,2,2,501,2,1580,1079,2,2,0,9,1992,1992,0.0,240000
7,1269,2,2,430,2,1256,1269,2,2,0,6,2004,2005,16.0,192000
4,1184,0,3,0,3,658,658,3,1,3,8,1910,1996,0.0,81000
5,1125,1,3,352,3,1041,1125,3,1,2,6,1976,1976,255.0,125000
6,1479,2,2,577,2,1468,1479,2,2,1,6,1999,2000,125.0,191000
9,2332,3,0,846,0,1682,1742,0,2,0,9,2007,2008,272.0,426000
4,1367,1,3,384,3,861,961,3,1,2,7,1900,1950,0.0,119000
5,1961,2,3,560,0,804,804,2,2,0,7,2001,2002,0.0,215000
4,882,1,3,294,4,0,882,3,1,1,5,1959,1959,0.0,106500
3,788,0,3,0,3,788,788,3,1,3,4,1941,1950,0.0,100000
4,1034,1,3,240,3,735,735,3,1,2,5,1940,1950,0.0,109000
4,1144,1,3,596,3,1144,1144,3,1,2,6,1956,1956,0.0,129000
4,894,2,3,600,3,894,894,3,1,1,6,1972,1972,0.0,123000
4,1812,1,3,264,3,864,876,3,2,1,8,1962,1962,288.0,169500
4,1077,1,3,338,1,961,1077,3,1,2,6,1920,1950,0.0,67000
6,1550,2,2,438,2,1092,1112,2,2,0,7,2006,2007,100.0,241000
7,1288,2,2,500,2,1260,1288,0,1,0,4,1996,1996,0.0,245500
6,1310,2,2,400,2,1310,1310,2,2,0,6,2005,2005,0.0,164990
4,672,1,3,240,3,672,672,3,1,2,4,1940,1997,0.0,108000
7,2263,2,2,420,2,1141,1165,2,2,0,10,1998,1998,650.0,258000
5,1572,2,3,373,2,806,806,3,2,0,7,1995,1996,0.0,168000
3,1620,2,3,490,3,1281,1620,3,2,2,8,1976,1993,0.0,150000
5,1639,1,3,240,3,1064,1166,3,1,2,6,1936,1950,0.0,115000
5,1680,1,3,308,2,840,840,3,2,2,8,1915,1976,0.0,177000
6,2172,3,2,947,0,1063,1071,2,2,1,9,2006,2006,350.0,280000
7,2078,3,2,836,0,1034,1050,0,2,0,8,2007,2008,100.0,339750
4,1276,1,3,350,3,1276,1276,3,1,2,5,1958,1958,0.0,60000
4,1056,2,3,572,3,1056,1056,3,1,0,5,1955,1955,0.0,145000
6,1478,2,0,484,0,1470,1478,2,2,0,7,2009,2009,432.0,222000
4,1028,2,3,360,3,1008,1028,3,1,2,5,1927,1950,0.0,115000
6,2097,3,2,678,2,1080,1080,2,2,2,9,1993,1993,0.0,228000
6,1340,2,2,396,2,1340,1340,2,2,0,6,2007,2007,0.0,181134
5,1400,2,3,440,3,672,672,3,1,0,6,1978,1978,203.0,149500
5,2624,3,3,864,2,1370,1370,3,2,2,10,1918,1950,0.0,239000
4,1134,1,3,240,3,756,756,3,1,2,7,1940,1950,0.0,126000
4,1056,1,3,304,3,1056,1056,3,1,2,6,1968,1968,0.0,142000
6,1344,4,3,784,2,1344,1344,3,2,0,8,1997,1998,200.0,206300
5,1602,2,2,529,2,1602,1602,2,2,0,8,1977,2000,126.0,215000
4,988,2,3,520,3,988,988,3,1,1,4,1954,1954,0.0,113000
7,2630,3,2,696,2,1470,1470,2,2,0,8,1998,1998,473.0,315000
5,1196,1,3,297,2,1196,1196,3,1,1,6,1956,1956,74.0,139000
6,1389,1,3,240,3,651,707,3,1,2,6,1946,1992,0.0,135000
6,1644,2,2,569,2,1518,1644,2,2,0,5,1989,1989,145.0,275000
3,907,1,3,352,3,907,907,3,1,2,5,1957,1957,0.0,109008
6,1208,2,2,628,2,1208,1208,2,2,1,6,2007,2007,108.0,195400
5,1412,2,3,576,2,1392,1412,2,2,2,6,1988,1988,0.0,175000
5,987,1,3,264,3,483,483,3,1,2,4,1971,1971,232.0,85400
5,1198,0,3,0,3,901,1088,3,1,3,7,1920,1998,0.0,79900
4,1365,2,3,440,3,765,765,3,1,2,6,1971,1971,376.0,122500
5,1604,2,3,470,2,926,926,3,2,0,7,1997,1998,0.0,181000
3,630,0,3,0,2,630,630,3,1,3,3,1972,1972,0.0,81000
6,1661,2,2,550,2,799,827,2,2,1,6,1996,1996,0.0,212000
5,1118,2,3,440,1,648,734,3,1,2,6,1920,1950,0.0,116000
5,904,1,2,180,3,884,904,3,1,2,4,1926,2004,0.0,119000
4,694,1,3,352,3,440,694,2,1,2,4,1913,2002,0.0,90350
5,1196,2,3,528,3,684,684,2,1,2,7,1920,2000,0.0,110000
9,2402,3,0,672,0,3094,2402,0,2,0,10,2008,2008,200.0,555000
3,1440,0,3,0,3,1440,1440,1,2,3,8,1955,1955,270.0,118000
4,1573,2,3,360,3,1078,1128,3,2,2,8,1930,1992,0.0,162900
6,1258,3,2,648,0,1258,1258,2,2,0,6,2006,2007,72.0,172500
6,1908,2,2,493,2,915,933,2,2,2,8,1994,1995,0.0,210000
5,1689,2,3,480,3,1436,1689,3,1,2,7,1956,1956,0.0,127500
5,1888,2,2,578,3,1517,1888,2,2,0,6,1966,2002,0.0,190000
6,1886,2,2,431,2,930,956,2,2,0,10,1998,1999,0.0,199900
5,1376,1,3,198,3,780,780,3,2,2,7,1937,1950,0.0,119500
2,1183,1,3,308,3,649,679,3,1,2,6,1948,2002,0.0,120000
5,813,1,3,270,3,813,813,2,1,2,5,1930,2005,0.0,110000
6,1533,2,3,576,2,1533,1533,2,2,2,5,1975,1975,0.0,280000
5,1756,2,2,422,0,872,888,3,2,0,7,1996,1997,42.0,204000
7,1590,2,2,676,2,768,786,2,2,1,6,2008,2008,0.0,210000
4,1728,2,3,560,3,1728,1728,3,2,2,8,1976,1976,0.0,188000
6,1242,2,3,528,3,1242,1242,3,1,2,6,1973,1973,320.0,175500
4,1344,3,3,513,3,624,624,3,1,2,7,1916,1950,0.0,98000
3,1663,2,3,529,2,1364,1663,2,1,0,6,1954,1994,0.0,256000
7,1666,1,3,228,3,588,833,2,1,2,7,1925,1996,0.0,161000
4,1203,1,3,352,3,709,979,2,1,2,5,1950,1950,161.0,110000
7,1935,2,2,552,2,832,832,3,2,0,8,2009,2009,110.0,263435
6,1135,2,2,576,2,560,575,2,1,1,6,1936,2007,0.0,155000
4,864,1,3,360,3,864,864,3,1,2,5,1965,1965,0.0,62383
5,1660,1,3,240,3,715,849,3,1,2,6,1934,1995,0.0,188700
4,1040,0,3,0,2,1040,1040,3,2,3,5,1978,1978,136.0,124000
6,1414,2,2,398,2,1375,1414,2,2,0,6,2004,2004,18.0,178740
6,1277,2,3,526,3,1277,1277,3,1,2,5,1970,1970,0.0,167000
4,1644,1,3,312,3,728,888,2,1,2,7,1942,1995,224.0,146500
7,1634,3,2,866,2,1626,1634,2,2,1,7,2006,2006,248.0,250000
5,1710,2,2,506,2,832,832,2,2,1,7,1993,1993,120.0,187000
7,1502,2,2,528,2,1488,1502,2,1,1,4,1985,1985,0.0,212000
6,1969,2,3,534,2,808,1161,3,2,1,8,1977,1977,0.0,190000
5,1072,2,3,525,2,547,1072,3,1,1,5,2005,2005,80.0,148000
7,1976,3,2,908,0,1976,1976,2,2,1,7,2006,2007,304.0,440000
7,1652,2,2,499,2,1494,1652,0,2,1,6,2000,2000,0.0,251000
4,970,2,3,624,3,970,970,3,1,2,5,1963,1963,0.0,132500
5,1493,2,3,508,2,1478,1493,2,2,0,7,1997,1998,215.0,208900
8,2643,3,0,694,2,2153,2069,0,2,0,9,2006,2006,772.0,380000
7,1718,3,2,826,0,1705,1718,2,2,1,7,2007,2008,336.0,297000
3,1131,2,3,672,1,907,1131,3,1,2,7,1937,2000,435.0,89471
8,1850,3,2,772,0,1833,1850,2,2,0,8,2004,2005,378.0,326000
8,1792,3,2,874,0,1792,1792,0,2,0,6,2003,2004,562.0,374000
6,1826,1,2,164,3,910,916,0,1,2,7,1915,2005,0.0,155000
5,1216,2,3,402,0,1216,1216,3,2,2,5,1998,1998,116.0,164000
4,999,1,3,264,3,999,999,2,1,2,6,1962,2001,0.0,132500
4,1113,1,2,264,3,1113,1113,2,1,2,5,1950,2007,0.0,147000
4,1073,2,3,515,3,1073,1073,3,1,1,6,1965,1965,168.0,156000
4,1484,2,3,487,2,1484,1484,3,2,2,7,1971,1971,0.0,175000
4,2414,2,3,520,3,954,1766,3,2,2,10,1900,1970,0.0,160000
3,630,1,3,286,2,630,630,2,1,2,3,1970,2002,0.0,86000
4,1304,1,3,336,2,264,616,3,1,0,4,1976,1976,0.0,115000
5,1578,1,3,240,3,806,958,1,1,2,5,1941,1950,0.0,133000
5,1456,2,2,429,2,728,728,3,2,1,8,2006,2006,0.0,172785
4,1269,1,3,308,3,1269,1269,3,1,2,6,1960,1960,0.0,155000
4,886,1,3,273,1,190,886,3,1,2,4,1938,1996,0.0,91300
3,720,0,3,0,3,720,720,3,1,3,4,1920,1950,0.0,34900
7,3228,2,2,546,2,3200,3228,2,3,1,10,1992,1993,0.0,430000
6,1820,1,3,240,3,1026,1133,3,2,2,8,1925,1950,0.0,184000
4,899,1,3,288,3,864,899,2,1,0,5,1967,2004,89.0,130000
4,912,1,3,297,3,912,912,3,1,0,5,1958,1985,0.0,120000
5,1218,1,3,264,3,672,672,3,1,2,7,1973,1973,285.0,113000
6,1768,2,2,603,2,866,866,2,2,1,7,2005,2005,0.0,226700
4,1214,2,3,461,3,1214,1214,3,1,2,6,1965,1965,0.0,140000
6,1801,2,3,484,3,1501,1801,3,2,0,6,1959,1997,0.0,289000
5,1322,2,3,440,3,855,855,3,2,2,6,1974,1974,0.0,147000
4,1960,2,3,400,3,960,960,3,2,2,10,1952,1952,360.0,124500
7,1911,2,2,471,2,777,1065,2,2,1,8,1993,1994,125.0,215000
5,1218,2,2,676,2,1218,1218,2,2,0,4,2009,2009,0.0,208300
6,1378,2,3,360,3,689,689,2,2,2,7,1928,2005,0.0,161000
4,1041,1,3,270,3,1041,1041,3,1,1,6,1959,1959,132.0,124500
4,1363,1,2,288,3,1008,1363,3,1,2,6,1951,2000,70.0,164900
6,1368,2,2,474,2,1368,1368,2,2,1,6,2005,2006,94.0,202665
4,864,2,3,624,3,864,864,3,1,2,5,1958,1958,0.0,129900
5,1080,2,3,484,3,1084,1080,3,1,2,5,1983,1983,0.0,134000
4,789,1,3,200,3,768,789,3,1,2,5,1926,1950,0.0,96500
9,2020,3,0,900,0,2006,2020,0,2,0,9,2009,2009,305.0,402861
5,2119,2,3,583,3,689,1378,3,2,1,7,1972,1972,333.0,158000
6,2344,3,2,889,2,1264,1277,2,2,1,7,1996,1997,921.0,265000
5,1796,2,3,546,2,794,882,3,2,1,7,1998,1998,0.0,211000
6,2080,1,2,282,2,1276,1276,2,1,2,9,1926,2004,0.0,234000
3,1294,0,3,0,4,0,694,3,2,3,7,1900,2000,0.0,106250
5,1244,1,3,336,3,1244,1244,3,1,2,6,1957,1957,0.0,150000
5,1664,2,3,420,3,1004,1004,3,2,2,7,1947,1950,0.0,159000
9,4676,3,0,884,0,3138,3138,0,3,0,11,2007,2008,762.0,184750
6,2398,3,2,834,2,1379,1383,2,2,0,8,1996,1997,594.0,315750
6,1266,2,2,453,2,1257,1266,2,2,2,6,2005,2005,0.0,176000
4,928,1,3,252,2,928,928,3,1,2,4,1956,2000,0.0,132000
8,2713,3,0,858,0,1452,1476,0,2,0,11,2008,2008,268.0,446261
3,605,0,3,0,3,528,605,3,1,3,5,1920,2002,0.0,86000
5,2515,2,2,484,3,2035,2515,3,3,1,9,1957,1975,103.68526170798899,200624
5,1509,2,2,600,2,1461,1509,2,2,1,5,1988,1989,219.0,175000
5,1362,2,3,502,1,611,751,3,2,0,6,1920,1999,0.0,128000
4,827,1,3,392,4,0,827,3,1,2,5,1955,2007,0.0,107500
0,334,0,1,0,4,0,334,1,1,3,2,1946,1950,0.0,39300
7,1414,2,2,403,0,707,707,2,2,0,6,2004,2004,0.0,178000
4,1347,0,3,0,2,1117,820,3,1,3,5,1910,1991,0.0,107500
6,1724,2,3,527,2,880,880,2,2,0,8,1998,1999,0.0,188000
3,864,2,3,576,3,864,864,3,1,2,5,1972,1972,0.0,111250
4,1159,1,3,336,3,1051,1159,3,1,2,7,1968,1968,188.0,158000
7,1601,2,2,670,2,1581,1601,2,2,1,6,2001,2002,479.0,272000
8,1838,3,0,765,0,1838,1838,0,2,0,8,2006,2006,584.0,315000
7,2285,3,2,648,2,969,997,2,2,0,8,2000,2000,72.0,248000
6,1680,2,2,583,0,1650,1680,2,2,0,7,1998,1999,0.0,213250
6,767,1,3,367,2,723,767,3,1,0,4,1998,1998,182.0,133000
6,1496,2,2,426,2,654,664,2,2,1,7,2006,2006,0.0,179665
6,2183,3,2,786,2,1204,1377,2,2,2,9,1988,1988,178.0,229000
5,1635,2,3,440,2,1065,915,3,1,2,6,1923,1950,0.0,210000
4,768,2,3,624,2,768,768,3,1,2,5,1970,1970,0.0,129500
4,825,2,3,720,3,825,825,3,1,1,4,1955,1995,0.0,125000
6,2094,2,2,615,2,912,912,2,2,0,8,2003,2004,0.0,263000
5,1069,2,3,440,2,1069,1069,3,2,1,4,1977,1977,0.0,140000
4,928,1,3,288,3,928,928,3,1,0,5,1957,1957,0.0,112500
7,1717,3,2,908,0,1709,1717,2,2,1,7,2006,2006,250.0,255500
3,1126,2,3,520,4,0,1126,2,2,0,5,1949,2003,0.0,108000
6,2046,3,2,871,2,998,1006,2,2,1,8,2003,2004,292.0,284000
4,1048,1,3,280,3,993,1048,3,1,2,5,1922,1950,0.0,113000
4,1092,1,3,299,3,1092,1092,3,1,0,6,1957,1957,0.0,141000
3,1336,1,3,570,3,637,897,3,1,2,7,1920,1950,0.0,108000
6,1446,2,3,406,2,729,729,3,2,2,6,1996,1997,0.0,175000
6,1557,2,2,420,2,1374,1557,2,2,0,7,2003,2004,18.0,234000
4,1392,2,3,528,2,1392,1392,3,1,2,5,1957,1996,180.0,121500
4,1389,2,3,418,2,1389,1389,3,1,1,6,1974,1975,0.0,170000
4,996,0,3,0,3,996,996,3,1,3,6,1940,1969,0.0,108000
5,1674,2,3,396,2,1163,1163,3,2,0,8,1918,1950,0.0,185000
6,2295,2,2,590,2,1095,1166,2,2,1,9,1992,2000,0.0,268000
5,1647,1,3,216,2,806,841,1,1,2,6,1915,1950,0.0,128000
8,2504,3,2,656,2,1122,1134,0,2,0,11,2005,2007,245.0,325000
6,1535,2,2,532,2,1517,1535,2,2,1,7,2004,2004,168.0,214000
7,2132,2,2,612,2,1496,1496,2,1,0,5,1983,2009,0.0,316600
4,943,2,3,600,2,943,943,3,1,2,4,1979,1979,0.0,135960
4,1728,2,3,576,3,1728,1728,3,2,2,10,1965,1965,108.0,142600
5,864,1,3,288,3,864,864,2,1,2,4,1959,1959,207.0,120000
6,1692,2,3,650,0,846,846,2,2,1,6,2009,2009,0.0,224500
6,1430,2,3,400,2,384,774,3,2,1,8,2000,2000,0.0,170000
4,1109,1,3,288,3,372,576,3,1,2,5,1971,2005,82.0,139000
4,1216,1,3,336,3,832,832,3,1,2,6,1947,1950,0.0,118500
6,1477,1,3,216,3,861,877,3,2,2,6,1928,1950,0.0,145000
4,1320,2,3,564,3,1164,1320,3,1,1,6,1966,1966,97.0,164500
6,1392,2,2,540,2,689,703,2,2,2,5,2007,2007,0.0,146000
4,1795,1,3,352,3,1050,1050,3,2,2,7,1954,1954,335.0,131500
5,1429,2,3,572,3,1144,1429,2,1,2,7,1960,1987,85.0,181900
7,2042,3,0,1390,0,2042,2042,0,2,1,8,2008,2009,306.0,253293
